ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,FullAddress,CensusTract_Fetched
OLDER ADULT CENTER CONTRACTS,C0103,AGUDATH ISRAEL OF AMERICA BORO PARK SENIOR CITIZENS CENTER (C01),AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,1021 38th Street,BROOKLYN,NY,11219,BROOKLYN,718-854-7430,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.644785,-73.991644,312.0,38.0,110.0,3122949.0,3052890083.0,Sunset Park East,POINT (-73.991644 40.644785),"1021 38th Street, BROOKLYN, NY 11219",011000
OLDER ADULT CENTER CONTRACTS,C7901,SUNNYSIDE COMMUNITY SERVICES OAC (C79),SUNNYSIDE COMMUNITY SERVICES INC,43-39 39th Street,LONG ISLAND CITY,NY,11104,QUEENS,718-784-6173,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.745099,-73.925927,402.0,26.0,179.0,4436676.0,4001910005.0,Hunters Point-Sunnyside-West Maspeth,POINT (-73.925927 40.745099),"43-39 39th Street, LONG ISLAND CITY, NY 11104",017901
OLDER ADULT CENTER CONTRACTS,C1401,BROOKS SENIOR CENTER (C14),BROOKS MEMORIAL UNITED METHODIST CHURCH,143-22 109th Avenue,JAMAICA,NY,11435,QUEENS,718-291-3935,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.688564,-73.803554,412.0,28.0,196.0,4257866.0,4119330001.0,South Jamaica,POINT (-73.803554 40.688564),"143-22 109th Avenue, JAMAICA, NY 11435",019600
CASE MANAGEMENT SERVICES CONTRACTS,4MD01,QCH CMA QN 4 6 (4MD),QUEENS COMMUNITY HOUSE INC.,108-25 62nd Drive,FLUSHING,NY,11375,QUEENS,718-268-1412,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.73591,-73.850212,406.0,24.0,745.0,4432108.0,4021590015.0,Forest Hills,POINT (-73.850212 40.73591),"108-25 62nd Drive, FLUSHING, NY 11375",074500
LEGAL SERVICES CONTRACTS,1AA01,LSNYBX - LEGAL SERVICES - BX (1AA),LSNY-BRONX CORPORATION,349 EAST 149TH STREET,BRONX,NY,10451,BRONX,917-661-4500,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.81667,-73.919959,201.0,17.0,65.0,2000933.0,2023317501.0,Melrose South-Mott Haven North,POINT (-73.919959 40.81667),"349 EAST 149TH STREET, BRONX, NY 10451",006500
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5301,HAMILTON MADISON ALFRED SMITH HOUSES NORC (N53),HAMILTON MADISON HOUSE INC,50 Madison Street,NEW YORK,NY,10038,MANHATTAN,212-349-3724,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.711958,-73.997825,103.0,1.0,25.0,1077420.0,1001110100.0,Chinatown,POINT (-73.997825 40.711958),"50 Madison Street, NEW YORK, NY 10038",002500
OLDER ADULT CENTER CONTRACTS,C6801,SEPHARDIC MULTI SERVICES SENIOR CITIZENS CENTER (C68),SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC,485 Kings Hwy,BROOKLYN,NY,11223,BROOKLYN,718-336-1300,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.604258,-73.971654,315.0,44.0,422.0,3177186.0,3066580048.0,Homecrest,POINT (-73.971654 40.604258),"485 Kings Hwy, BROOKLYN, NY 11223",042200
CASE MANAGEMENT SERVICES CONTRACTS,1M901,NEIGHBORHOOD SHOPP - CMA (1M9),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,910 East 172 Street 2nd Fl.,BRONX,NY,10460,BRONX,718-542-0006,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.834198,-73.890157,203.0,17.0,155.0,2010507.0,2029770103.0,Crotona Park East,POINT (-73.890157 40.834198),"910 East 172 Street 2nd Fl., BRONX, NY 10460",015500
OLDER ADULT CENTER CONTRACTS,C0801,BERGEN BASIN ABE STARK OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,103-15 Farragut Road,BROOKLYN,NY,11236,BROOKLYN,718-272-9515,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.649668,-73.89929,318.0,42.0,1098.0,3229152.0,3081520201.0,East New York,POINT (-73.89929 40.649668),"103-15 Farragut Road, BROOKLYN, NY 11236",None
CAREGIVER SERVICES CONTRACTS,4K301,SNAP CAREGIVER QN 08-14 (4K3),SERVICES NOW FOR ADULT PERSONS INC,80-45 WINCHESTER BOULEVARD,JAMAICA,NY,11427,QUEENS,718-527-5380,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.737685,-73.734021,413.0,23.0,1567.0,4537294.0,4078800400.0,Bellerose,POINT (-73.734021 40.737685),"80-45 WINCHESTER BOULEVARD, JAMAICA, NY 11427",156700
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5501,HENRY STREET VLADECK CARES NORC (N55),HENRY STREET SETTLEMENT,351 Madison Street,NEW YORK,NY,10002,MANHATTAN,212-477-0455,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.71334,-73.982772,103.0,1.0,202.0,1083404.0,1002670024.0,Lower East Side,POINT (-73.982772 40.71334),"351 Madison Street, NEW YORK, NY 10002",000202
HOMECARE SERVICES CONTRACTS,5HR01,RICHMOND HOME NEED HOME CARE SI (5HR),RICHMOND HOME NEED SERVICES INC,3155 AMBOY ROAD,STATEN ISLAND,NY,10306,STATEN ISLAND,718-313-1401,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.564389,-74.131879,503.0,50.0,14606.0,5107641.0,5044720001.0,Great Kills,POINT (-74.131879 40.564389),"3155 AMBOY ROAD, STATEN ISLAND, NY 10306",014606
OLDER ADULT CENTER CONTRACTS,C0601,ABSW OAC (C06),ASSOCIATION OF BLACK SOCIAL WORKERS INC,221 West 107th Street,NEW YORK,NY,10025,MANHATTAN,212-749-8400,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.801704,-73.966593,107.0,7.0,195.0,1075379.0,1018790017.0,Morningside Heights,POINT (-73.966593 40.801704),"221 West 107th Street, NEW YORK, NY 10025",019500
TRANSPORTATION SERVICES CONTRACTS,24603,JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC (246),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,3001 WEST   37 STREET,BROOKLYN,NY,11224,BROOKLYN,718-449-5000,Y,,,,,,,,,,,,,,,40.573177,-74.002509,313.0,47.0,340.0,3189617.0,3070650001.0,Seagate-Coney Island,POINT (-74.002509 40.573177),"3001 WEST   37 STREET, BROOKLYN, NY 11224",034000
OLDER ADULT CENTER CONTRACTS,C2301,CONGREGATION YETEV LEV --WILLIAMSBURG SATMAR (C23),CONGREGATION YETEV LEV DSATMAR,125 Heyward Street,BROOKLYN,NY,11206,BROOKLYN,718-625-1608,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,9:00,5:00,40.701676,-73.956155,301.0,33.0,533.0,3060997.0,3022250042.0,Williamsburg,POINT (-73.956155 40.701676),"125 Heyward Street, BROOKLYN, NY 11206",053300
OLDER ADULT CENTER CONTRACTS,W2006,RIDGEWOOD BUSHWICK (W20),RISEBORO COMMUNITY PARTNERSHIP INC,319 Stanhope Street,BROOKLYN,NY,11237,BROOKLYN,718-366-3038,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.70285,-73.918336,304.0,37.0,443.0,3074237.0,3032590023.0,Bushwick North,POINT (-73.918336 40.70285),"319 Stanhope Street, BROOKLYN, NY 11237",044300
OLDER ADULT CENTER CONTRACTS,W2004,HOPE GARDENS MULTISERVICE (W20),RISEBORO COMMUNITY PARTNERSHIP INC,195 Linden Street,BROOKLYN,NY,11221,BROOKLYN,718-455-1100,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.69537,-73.917486,304.0,37.0,417.0,3076116.0,3033240019.0,Bushwick South,POINT (-73.917486 40.69537),"195 Linden Street, BROOKLYN, NY 11221",041700
HOME DELIVERED MEAL SERVICE CONTRACTS,15Y01,SENIOR OPTIONS HOME DELIVERED MEALS PROGRAM (15Y),REGIONAL AID FOR INTERIM NEEDS INC,3450 Boston Road,BRONX,NY,10469,BRONX,718-892-5520,Y,,,,,,,,,,,,,,,40.876315,-73.848561,212.0,12.0,364.0,2060739.0,2047370105.0,Eastchester-Edenwald-Baychester,POINT (-73.848561 40.876315),"3450 Boston Road, BRONX, NY 10469",036400
CAREGIVER SERVICES CONTRACTS,1K101,PSS CAREGIVER SUPPORT PROGRAM (1K1),PRESBYTERIAN SENIOR SERVICES,325 EAST 156 STREET,BRONX,NY,10451,BRONX,212-222-3132,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.821439,-73.917995,201.0,17.0,69.0,2091224.0,2024160001.0,Melrose South-Mott Haven North,POINT (-73.917995 40.821439),"325 EAST 156 STREET, BRONX, NY 10451",006900
OLDER ADULT CENTER CONTRACTS,W2001,BORINQUEN PLAZA (W20),RISEBORO COMMUNITY PARTNERSHIP INC,80 Seigel Street,BROOKLYN,NY,11206,BROOKLYN,718-782-6335,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.704366,-73.943775,301.0,34.0,491.0,3071447.0,3030960030.0,East Williamsburg,POINT (-73.943775 40.704366),"80 Seigel Street, BROOKLYN, NY 11206",049100
OLDER ADULT CENTER CONTRACTS,3YE01,ARCXVI FT WASHINGTONINC (3YE),ARC XVI FORT WASHINGTON INC,108 WEST  146 STREET,NEW YORK,NY,10039,MANHATTAN,212-281-1349,Y,,,,,,,,,,,,,,,40.821341,-73.936317,110.0,9.0,232.0,1060189.0,1020140036.0,Central Harlem North-Polo Grounds,POINT (-73.936317 40.821341),"108 WEST  146 STREET, NEW YORK, NY 10039",023200
OLDER ADULT CENTER CONTRACTS,W2010,SUMNER SENIOR CLUB (W20),RISEBORO COMMUNITY PARTNERSHIP INC,862 Park Avenue,BROOKLYN,NY,11206,BROOKLYN,718-455-8471,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.698582,-73.940736,303.0,36.0,28502.0,3324728.0,3015800001.0,Stuyvesant Heights,POINT (-73.940736 40.698582),"862 Park Avenue, BROOKLYN, NY 11206",028502
OLDER ADULT CENTER CONTRACTS,2TZ01,UCA COMMUNITY SERVICE CENTER (2TZ),UNITED CHINESE ASSOCIATION OF BROOKLYN  INC,1787 Stillwell Avenue,BROOKLYN,NY,11223,BROOKLYN,718-232-0055,Y,,,,,,,,,,,,,,,40.602894,-73.986423,311.0,43.0,404.0,3176369.0,3066430053.0,Bensonhurst East,POINT (-73.986423 40.602894),"1787 Stillwell Avenue, BROOKLYN, NY 11223",040400
OLDER ADULT CENTER CONTRACTS,C5801,RAIN BOSTON EAST OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,3450 Boston Road,BRONX,NY,10469,BRONX,718-654-9200,Y,8:00,6:00,8:00,6:00,8:00,6:00,8:00,6:00,8:00,6:00,0:00,0:00,0:00,0:00,40.876315,-73.848561,212.0,12.0,364.0,2060739.0,2047370105.0,Eastchester-Edenwald-Baychester,POINT (-73.848561 40.876315),"3450 Boston Road, BRONX, NY 10469",036400
CAREGIVER SERVICES CONTRACTS,2K401,HEIGHTS AND HILLS CAREGIVER PROGRAM (2K4),HEIGHTS AND HILLS INC.,81 WILLOUGHBY STREET STE 302,BROOKLYN,NY,11201,BROOKLYN,718-596-8789,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.692184,-73.985753,302.0,33.0,11.0,3000350.0,3001480046.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.985753 40.692184),"81 WILLOUGHBY STREET STE 302, BROOKLYN, NY 11201",001100
OLDER ADULT CENTER CONTRACTS,C3512,REMSEN SARITA JEAN OAC (C35),FORT GREENE COUNCIL,3304 Clarendon Road,BROOKLYN,NY,11210,BROOKLYN,718-282-1259,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.643428,-73.945697,317.0,45.0,830.0,3111409.0,3049500001.0,East Flatbush-Farragut,POINT (-73.945697 40.643428),"3304 Clarendon Road, BROOKLYN, NY 11210",083000
OLDER ADULT CENTER CONTRACTS,C0101,AGUDATH ISRAEL BROOKDALE SENIOR CENTER (C01),AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES INC,817 Avenue H,BROOKLYN,NY,11230,BROOKLYN,718-434-8670,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.629268,-73.968686,314.0,45.0,460.0,3170160.0,3064960039.0,Flatbush,POINT (-73.968686 40.629268),"817 Avenue H, BROOKLYN, NY 11230",046000
HOMECARE SERVICES CONTRACTS,3HR01,NY FOUNDATION FOR SC HOME ATTENDANT - HOME CARE - MN (3HR),NEW YORK FOUNDATION FOR SENIOR CITIZENS HOME ATTENDANT SERVI,11 PARK PLACE,NEW YORK,NY,10007,MANHATTAN,212-962-7559,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.712828,-74.008296,101.0,1.0,21.0,1001399.0,1001240004.0,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.008296 40.712828),"11 PARK PLACE, NEW YORK, NY 10007",002100
OLDER ADULT CENTER CONTRACTS,W2007,ROUNDTABLE SENIOR (W20),RISEBORO COMMUNITY PARTNERSHIP INC,1175 Gates Avenue,BROOKLYN,NY,11206,BROOKLYN,718-443-1903,Y,8:00,5:30,8:00,5:30,8:00,5:30,8:00,5:30,8:00,5:30,0:00,0:00,0:00,0:00,40.691707,-73.919907,304.0,37.0,399.0,3076253.0,3033310025.0,Bushwick South,POINT (-73.919907 40.691707),"1175 Gates Avenue, BROOKLYN, NY 11206",039900
OLDER ADULT CENTER CONTRACTS,C1203,BCA 6TH AVENUE OLDER ADULT CENTER (C12),BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,545 60th Street,BROOKLYN,NY,11200,BROOKLYN,718-567-9311,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.638869,-74.015137,307.0,38.0,102.0,3337343.0,3008640001.0,Sunset Park East,POINT (-74.015137 40.638869),"545 60th Street, BROOKLYN, NY 11200",010200
OLDER ADULT CENTER CONTRACTS,C1713,CCNS NEW AGE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,54 MacDonough Street,BROOKLYN,NY,11216,BROOKLYN,718-771-7945,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.680929,-73.944383,303.0,36.0,269.0,3053461.0,3018540025.0,Bedford,POINT (-73.944383 40.680929),"54 MacDonough Street, BROOKLYN, NY 11216",026900
CASE MANAGEMENT SERVICES CONTRACTS,2MF01,REC ROOMS - CMA - BK 5 16 18 (2MF),RECREATION ROOMS AND SETTLEMENT INC,1304 EAST   57 STREET,BROOKLYN,NY,11234,BROOKLYN,718-257-1600,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.621348,-73.920355,318.0,46.0,690.0,3345504.0,3078810033.0,Flatlands,POINT (-73.920355 40.621348),"1304 EAST   57 STREET, BROOKLYN, NY 11234",069000
OLDER ADULT CENTER CONTRACTS,VN601,BROOKS SENIOR CENTER (VN6),BROOKS SENIOR CENTER,143-22 109TH AVENUE.,JAMAICA,NY,11435,QUEENS,718-291-3935,Y,,,,,,,,,,,,,,,40.688564,-73.803554,412.0,28.0,196.0,4257866.0,4119330001.0,South Jamaica,POINT (-73.803554 40.688564),"143-22 109TH AVENUE., JAMAICA, NY 11435",019600
OLDER ADULT CENTER CONTRACTS,C3902,HARMONY JVL OLDER ADULT CENTER (C39),HANAC INC.,27-40 Hoyt Avenue South,LONG ISLAND CITY,NY,11102,QUEENS,718-396-5002,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,9:30,1:00,0:00,0:00,40.771857,-73.9198,401.0,22.0,69.0,4537921.0,4008390001.0,Old Astoria,POINT (-73.9198 40.771857),"27-40 Hoyt Avenue South, LONG ISLAND CITY, NY 11102",006900
NEW YORK CONNECTS CONTRACTS,7C401,HUDSON GUILD NY CONNECTS MN (7C4),HUDSON GUILD,119 9th Ave,NEW YORK,NY,10011,MANHATTAN,212-966-9852,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.743172,-74.00376,104.0,3.0,83.0,1078418.0,1007150010.0,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-74.00376 40.743172),"119 9th Ave, NEW YORK, NY 10011",008300
OLDER ADULT CENTER CONTRACTS,W1908,PSS HIGHBRIDGE (W19),PRESBYTERIAN SENIOR SERVICES,1181 Nelson Avenue,BRONX,NY,10452,BRONX,718-588-3004,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.837232,-73.925706,204.0,16.0,199.0,2003301.0,2025160051.0,Highbridge,POINT (-73.925706 40.837232),"1181 Nelson Avenue, BRONX, NY 10452",019900
CAREGIVER SERVICES CONTRACTS,5K101,JCC OF SI CAREGIVER SI (5K1),JEWISH COMMUNITY CENTER OF STATEN ISLAND INC,1297 Arthur Kill Road,STATEN ISLAND,NY,10312,STATEN ISLAND,718-475-5287,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.565339,-74.183774,503.0,51.0,228.0,5077603.0,5059000105.0,New Springville-Bloomfield-Travis,POINT (-74.183774 40.565339),"1297 Arthur Kill Road, STATEN ISLAND, NY 10312",022801
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N7201,VILLAGE VIEW NORC (N72),UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,175 E. 4th St.,NEW YORK,NY,10009,MANHATTAN,212-475-0150,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.724528,-73.985461,103.0,2.0,32.0,1077559.0,1004320001.0,East Village,POINT (-73.985461 40.724528),"175 E. 4th St., NEW YORK, NY 10009",003200
CAREGIVER SERVICES CONTRACTS,3K301,LENOX HILL - CAREGIVER - MN 08-12 (3K3),LENOX HILL NEIGHBORHOOD HOUSE INC,331 EAST  70 STREET,NEW YORK,NY,10021,MANHATTAN,212-218-0438,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.766925,-73.95795,108.0,5.0,126.0,1044838.0,1014450014.0,Lenox Hill-Roosevelt Island,POINT (-73.95795 40.766925),"331 EAST  70 STREET, NEW YORK, NY 10021",012601
OLDER ADULT CENTER CONTRACTS,W1801,CENTER @ LENOX HILL (ISC) (W18),LENOX HILL NEIGHBORHOOD HOUSE INC,343 East 70th Street,NEW YORK,NY,10021,MANHATTAN,212-218-0315,Y,8:00,6:00,8:00,6:00,8:00,6:00,8:00,6:00,8:00,6:00,8:00,3:00,8:00,3:00,40.766686,-73.95739,108.0,5.0,126.0,1044841.0,1014450023.0,Lenox Hill-Roosevelt Island,POINT (-73.95739 40.766686),"343 East 70th Street, NEW YORK, NY 10021",012601
CASE MANAGEMENT SERVICES CONTRACTS,2MK01,JASA - CMA - BK15 (2MK),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,161 Corbin Place,BROOKLYN,NY,11235,BROOKLYN,718-934-4295,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.578026,-73.954127,315.0,48.0,61004.0,3245719.0,3087190073.0,Brighton Beach,POINT (-73.954127 40.578026),"161 Corbin Place, BROOKLYN, NY 11235",061004
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N5201,LINCOLN SQUARE NORC (N52),GODDARD-RIVERSIDE COMMUNITY CENTER,250 W. 66TH STREET,NEW YORK,NY,10023,MANHATTAN,212-874-0860,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.775246,-73.985453,107.0,6.0,151.0,1030342.0,1011570001.0,Lincoln Square,POINT (-73.985453 40.775246),"250 W. 66TH STREET, NEW YORK, NY 10023",015101
OLDER ADULT CENTER CONTRACTS,C0806,BERGEN BASIN PENN WORTMAN OLDER ADULT CENTER (C08),BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION DBA MILLENNIU,530 Stanley Avenue,BROOKLYN,NY,11207,BROOKLYN,347-318-3770,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.657212,-73.888852,305.0,42.0,1104.0,3324010.0,3043690011.0,East New York,POINT (-73.888852 40.657212),"530 Stanley Avenue, BROOKLYN, NY 11207",110400
OLDER ADULT CENTER CONTRACTS,W1903,PSS ANDREW JACKSON (W19),PRESBYTERIAN SENIOR SERVICES,325 East 156th Street,BRONX,NY,10451,BRONX,718-585-1640,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.821439,-73.917995,201.0,17.0,69.0,2091224.0,2024160001.0,Melrose South-Mott Haven North,POINT (-73.917995 40.821439),"325 East 156th Street, BRONX, NY 10451",006900
OLDER ADULT CENTER CONTRACTS,C2003,MMCC-CDC OLDER ADULT CENTER MARBLE HILL (C20),CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMMMUNIT,5365 Broadway,BRONX,NY,10463,BRONX,718-562-8551,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.876062,-73.907886,208.0,10.0,309.0,1082782.0,1022150623.0,Marble Hill-Inwood,POINT (-73.907886 40.876062),"5365 Broadway, BRONX, NY 10463",028900
CASE MANAGEMENT SERVICES CONTRACTS,5M401,CASC CMA SI (5M4),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,120 Stuyvesant Place Suite 409,STATEN ISLAND,NY,10301,STATEN ISLAND,718-981-6226,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.643264,-74.077159,501.0,49.0,3.0,5000084.0,5000080060.0,West New Brighton-New Brighton-St. George,POINT (-74.077159 40.643264),"120 Stuyvesant Place Suite 409, STATEN ISLAND, NY 10301",000300
NEW YORK CONNECTS CONTRACTS,4C401,SELFHELP NY CONNECTS QN (4C4),SELFHELP COMMUNITY SERVICES INC,45-35 Kissena Blvd.,FLUSHING,NY,11355,QUEENS,718-559-4400,Y,8:30,4:00,8:30,4:00,8:30,4:00,8:30,4:00,8:30,4:00,0:00,0:00,0:00,0:00,40.751617,-73.820173,407.0,20.0,1205.0,4117391.0,4052000151.0,East Flushing,POINT (-73.820173 40.751617),"45-35 Kissena Blvd., FLUSHING, NY 11355",120500
CASE MANAGEMENT SERVICES CONTRACTS,2ME01,HEIGHTS AND HILLS - CMA (2ME),HEIGHTS AND HILLS INC.,81 WILLOUGHBY STREET,BROOKLYN,NY,11201,BROOKLYN,718-596-8789,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.692184,-73.985753,302.0,33.0,11.0,3000350.0,3001480046.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.985753 40.692184),"81 WILLOUGHBY STREET, BROOKLYN, NY 11201",001100
CASE MANAGEMENT SERVICES CONTRACTS,3M801,NY FOUNDATION - CMA - MN 1 2 3 5 6 (3M8),NEW YORK FOUNDATION FOR SENIOR CITIZENS INC,11 Park Place,NEW YORK,NY,10007,MANHATTAN,212-962-7817,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.712828,-74.008296,101.0,1.0,21.0,1001399.0,1001240004.0,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.008296 40.712828),"11 Park Place, NEW YORK, NY 10007",002100
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6203,SELFHELP NORTHRIDGE 11-BRULENE NORC (N62),SELFHELP COMMUNITY SERVICES INC,33-45 90TH STREET,FLUSHING,NY,11372,QUEENS,718-396-5425,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.75489,-73.877655,403.0,25.0,277.0,4431400.0,4014380001.0,Jackson Heights,POINT (-73.877655 40.75489),"33-45 90TH STREET, FLUSHING, NY 11372",027702
OLDER ADULT CENTER CONTRACTS,W1606,ARTURO SCHOMBURG (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,1315 Franklin Avenue,BRONX,NY,10456,BRONX,718-842-6880,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.832062,-73.901641,203.0,16.0,149.0,2009713.0,2029310086.0,Morrisania-Melrose,POINT (-73.901641 40.832062),"1315 Franklin Avenue, BRONX, NY 10456",014900
CAREGIVER SERVICES CONTRACTS,3K401,HMH – LOWER MANHATTAN (3K4),HAMILTON MADISON HOUSE INC,50 Madison Street,NEW YORK,NY,10038,MANHATTAN,212-788-2318,Y,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,0:00,40.711958,-73.997825,103.0,1.0,25.0,1077420.0,1001110100.0,Chinatown,POINT (-73.997825 40.711958),"50 Madison Street, NEW YORK, NY 10038",002500
